listing_id,rent_amount,rent_frequency,rent_text,rent_amount_pcm,rent_amount_pw,location,postcode,listing_url,image_url,image_count,floorplan_count,virtual_tour_count,property_type,bedrooms,bathrooms,let_available_date,listing_status,tenure,students,online_viewings_available,build_to_rent,latitude,longitude,summary,featured,position_on_page,source_page_index
88665654,2000,pcm,"£2,000 pcm",2000,462,"Sussex Way, N19 4HY",N19 4HY,https://www.rightmove.co.uk/properties/88665654,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/407d31326/88665654/407d31326f9a603778e110a1a9574f0a_max_476x317.jpeg,8,0,0,Apartment,2,1,2026-07-21T00:00:00Z,new,,False,False,False,51.566542,-0.124159,Introducing a rare opportunity to acquire this exquisite two bedroom apartment within a charming period conversion moments from Archway.,False,11,0
88665648,2200,pcm,"£2,200 pcm",2200,508,"Robusta Court, 57 Farine Avenue, Hayes, Middlesex, UB3",,https://www.rightmove.co.uk/properties/88665648,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/c980bafdb/88665648/c980bafdb5372101a9014492f1a0a255_max_476x317.jpeg,9,1,0,Apartment,2,2,2026-06-05T00:00:00Z,new,,True,False,False,51.5016,-0.415324,"Discover modern comfort and convenience in this 2-bedroom apartment at Robusta Court, Hayes. With 2 bathrooms, communal garden access, and a prime location near schools, supermarkets, restaurants, public transport, and healthcare facilities, this rental gem offers the ultimate in lifestyle ease a...",False,12,0
88086534,2750,pcm,"£2,750 pcm",2750,635,"Ongar Road, London, SW6",,https://www.rightmove.co.uk/properties/88086534,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/32e1961d7/88086534/32e1961d77857be11fe32b3c4dc1b163_max_476x317.jpeg,7,1,0,Flat,3,1,2026-08-03T00:00:00Z,price_reduced,,False,False,False,51.48531,-0.19692,"Broadway & West are proud to present this gorgeous, 3 bedroom ground floor flat on Ongar Road, SW6. The property consists of two double bedrooms, one single bedroom, one fully fitted kitchen and one bathroom.",False,13,0
87901056,2125,pcm,"£2,125 pcm",2125,490,"150 High Street, London, E15",,https://www.rightmove.co.uk/properties/87901056,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/c1b7a6eed/87901056/c1b7a6eed4e4a13fe65c3c2c6eaf8269_max_476x317.jpeg,17,1,1,Apartment,2,2,2026-04-27T00:00:00Z,price_reduced,,False,False,False,51.534727,-0.006785,"Available now, perfect for sharers or couples, just moments from Stratford Station and Westfield.",False,14,0
171726620,2000,pcm,"£2,000 pcm",2000,462,"1a Highgate Road, London",,https://www.rightmove.co.uk/properties/171726620,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/9111b4268/171726620/9111b4268e53fc000b84764af9e749c9_max_476x317.jpeg,10,1,0,Apartment,1,1,2026-03-30T00:00:00Z,price_reduced,,False,False,False,51.5518,-0.14204,Split level | Bike storage | Underfloor heating | 2-minutes from Kentish Town Tube Station | Bright and airy | High quality furniture | Modern kitchen and bathroom,False,15,0
88665549,3300,pcm,"£3,300 pcm",3300,762,"250 City Road, Islington, EC1V",,https://www.rightmove.co.uk/properties/88665549,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/2400e7c24/88665549/2400e7c244d83cd5d9d4a6ce5ec804f4_max_476x317.jpeg,8,0,0,Apartment,1,1,2026-05-19T00:00:00Z,new,,False,False,False,51.528479,-0.095488,"A beautifully presented one-bedroom, one-bathroom apartment within walking distance of Old Street and Angel Underground stations.",False,16,0
88665450,1751,pcm,"£1,751 pcm",1751,404,"Llanvanor Road, London",,https://www.rightmove.co.uk/properties/88665450,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/b96b6dd10/88665450/b96b6dd107e34422399dae4f0d2df79b_max_476x317.jpeg,7,0,0,Apartment,2,1,2026-07-18T00:00:00Z,new,,False,False,False,51.56573,-0.198183,"A first floor two-bedroom apartment set within a period conversion on Llanvanor Road. The apartment comprises a bright open-plan reception room with a modern fitted kitchen, two bedrooms, and a contemporary bathroom. Further benefits include off-street parking, providing conve...",False,17,0
88664784,2300,pcm,"£2,300 pcm",2300,531,"Kingston Road, Ilford, London, IG1",,https://www.rightmove.co.uk/properties/88664784,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/4e5045118/88664784/4e5045118e50bc06ff050393bcdfc320_max_476x317.jpeg,16,0,0,Terraced,3,2,2026-05-19T00:00:00Z,new,,False,False,False,51.55327,0.0798,"SPACIOUS three bedroom terraced house available in Ilford IG1. Boasting TWO bathrooms, large through lounge & off street parking. AVAILABLE NOW!",False,18,0
88665417,2000,pcm,"£2,000 pcm",2000,462,"Masonry House, Besson Street, London, SE14",,https://www.rightmove.co.uk/properties/88665417,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/b87463a61/88665417/b87463a61624fd133fea93801b1ae343_max_476x317.jpeg,9,0,0,Flat,2,1,2026-05-18T00:00:00Z,new,,False,False,False,51.475292,-0.047764,"Welcome to Masonry House, a delightful flat located on Besson Street in the vibrant area of London, SE14. This modern property, built in 2012 and recently refurbished, offers a perfect blend of contemporary living and comfort. Spanning an impressive 657 square feet, this ground floor fla...",False,19,0
88665345,3150,pcm,"£3,150 pcm",3150,727,"Belvedere Row Apartments, Fountain Park Way, W12",,https://www.rightmove.co.uk/properties/88665345,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/f77270447/88665345/f77270447d410672fc532860dc09aae6_max_476x317.jpeg,6,1,0,Apartment,1,1,2026-07-07T00:00:00Z,new,,False,False,False,51.51081,-0.223219,"Regent are proud to present this beautiful one-bedroom apartment, a part of White City development in Shepherd Bush, W12. Would you prefer to communicate on WeChat? Add us at RegentLettings. The property comprises a double bedroom, open-plan kitchen/l...",False,20,0
174135350,1850,pcm,"£1,850 pcm",1850,427,"Holden Road, Woodside Park, N12",,https://www.rightmove.co.uk/properties/174135350,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/cb423b673/174135350/cb423b6738c344f9cd88947478eed09c_max_476x317.jpeg,9,0,0,Flat,2,2,2026-07-08T00:00:00Z,price_reduced,,False,False,False,51.617905,-0.187422,"Top floor 2 bedroom, 2 bathroom apartment situated in modern purpose built development set back off Holden Road within a quarter mile radius of Woodside Park Northern Line Underground Station.",False,21,0
88665342,2950,pcm,"£2,950 pcm",2950,681,"Maclaren Court, North End Road, HA9",,https://www.rightmove.co.uk/properties/88665342,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/083539b0e/88665342/083539b0e08fab61cc78f441ca8adfe5_max_476x317.jpeg,11,1,0,Apartment,3,2,2026-07-29T00:00:00Z,new,,False,False,False,51.561671,-0.277045,"Regent are proud to present this superb three-bedroom home in the luxurious Maclaren Court, part of the Wembley Parade development, HA9. Would you prefer to communicate on WeChat? Add us at RegentLettings. The property comprises two double bedrooms, ...",False,22,0
88665303,2492,pcm,"£2,492 pcm",2492,575,"Elystan Place, Chelsea, London, SW3",,https://www.rightmove.co.uk/properties/88665303,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/25109206f/88665303/25109206f1498de94bda89bd65d1a1e9_max_476x317.jpeg,8,0,0,Apartment,1,1,2026-05-26T00:00:00Z,new,,False,False,False,51.490601,-0.164209,A well presented one double bedroom flat on the raised ground floor of this popular building located just moments from Chelsea Green and Kings Road.,False,23,0
88665279,4749,pcm,"£4,749 pcm",4749,1096,"Rosalind Franklin, Kidderpore Avenue, London, NW3",,https://www.rightmove.co.uk/properties/88665279,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/95ecb6f2c/88665279/95ecb6f2c2195783a10f8dafe516386c_max_476x317.jpeg,25,1,0,Apartment,2,2,2026-05-29T00:00:00Z,new,,False,False,False,51.557671,-0.192857,"Step into this beautiful, contemporary apartment set within the stunning new Hampstead Manor development — a place that truly feels like home from the moment you arrive. Inside, you’ll find a bright and spacious layout featuring a lovely master bedroom with fitted wardrobes...",False,24,0
88665186,2200,pcm,"£2,200 pcm",2200,508,"Orchestra House, Ilford",,https://www.rightmove.co.uk/properties/88665186,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/49a0f74c1/88665186/49a0f74c1beee7ec04d4bad832b18e69_max_476x317.jpeg,9,0,0,Flat,2,2,2026-07-24T00:00:00Z,new,,False,False,True,51.55722,0.06731,"The Picture House, Gym, Terraces, Workspace, Pet friendly, 24 Hour Management Team, Lounge. Available and ready to move in NOW!",True,25,0
88366935,16500,pcm,"£16,500 pcm",16500,3808,"Lancaster Road, Wimbledon, London, SW19",,https://www.rightmove.co.uk/properties/88366935,,17,1,0,Semi-Detached,6,6,2026-07-20T00:00:00Z,new,,False,False,False,51.427159,-0.217419,"A stunning, semi detached, six bedroom family house in a prime village address location.",True,,0
173926379,6000,pcm,"£6,000 pcm",,,"Kingsway, Holborn, WC2B",,https://www.rightmove.co.uk/properties/173926379,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/47d1a25f8/173926379/47d1a25f8fc88894c2f1294704bfa09f_max_476x317.jpeg,,,,Apartment,3,2,,,,,,,,,"*AVAILABLE JUNE* A stunning three bedroom apartment to rent in Holborn, WC2B CBRE Residential is delighted to bring to the market this truly stunning modern three bedroom apartment to rent in the heart of Holborn. The apartment located on the seventh floor compris...",True,1,24
88219644,2200,pcm,"£2,200 pcm",2200,508,"Hardwicks Square, London",,https://www.rightmove.co.uk/properties/88219644,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/5617348fe/88219644/5617348fed51a4ef3a102b603933a2e6_max_476x317.jpeg,9,1,0,Flat,1,1,2026-05-30T00:00:00Z,price_reduced,,False,False,False,51.456859,-0.196537,"Situated in the heart of Wandsworth, this spacious one bedroom apartment is located in a modern development just around the corner from Southside Wandsworth shopping centre. The secure building has a lift and fob entry. The property itself comprises of a sizeable bedroom with ample in-built stora...",True,2,24
88665108,1863,pcm,"£1,863 pcm",1863,430,"Javelin House, 61 Lismore Boulevard, London, NW9",,https://www.rightmove.co.uk/properties/88665108,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/4d4133f18/88665108/4d4133f182298ebc2dec11704ab4a203_max_476x317.jpeg,14,1,0,Flat,1,1,2026-05-05T00:00:00Z,new,,False,False,False,51.593135,-0.243298,"This furnished one-bedroom flat in London offers a modern living space with a reception area, a well-equipped kitchen, and a bathroom. The property features a large outdoor terrace, a balcony, and one parking space. Residents can enjoy amenities such as a gym, sauna, steam room, and concierge ser...",False,3,24
88665090,1850,pcm,"£1,850 pcm",1850,427,"Eagle Court, Drinkwater Road, Harrow, HA2",,https://www.rightmove.co.uk/properties/88665090,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/ae7016815/88665090/ae70168152a61f301ef78d7ebf99e8c2_max_476x317.jpeg,14,0,0,Apartment,2,2,2026-07-11T00:00:00Z,new,,False,False,False,51.56895,-0.361206,"An immaculately presented and perfectly positioned two bedroom, second floor apartment boasting an array of natural light. The property briefly comprises; entrance hallway, spacious lounge with doors leading out in to the private balcony, modern fitted kitchen with a range of wall and base units,...",False,4,24
88665084,7063,pcm,"£7,063 pcm",7063,1630,"Merchant Square East, London, W2",,https://www.rightmove.co.uk/properties/88665084,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/65e8300ec/88665084/65e8300ec1c98164fba2b8605b4fae9a_max_476x317.png,10,1,0,Flat,3,2,,new,,False,False,False,51.519199,-0.171203,"An interior designed 3 bedroom apartment with stunning water views, set within the heart of the Paddington Basin.",False,5,24
88664772,1835,pcm,"£1,835 pcm",1835,423,"Willesden Lane, Willesden, Brent, London",,https://www.rightmove.co.uk/properties/88664772,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/15c45dc60/88664772/15c45dc603fb2bb1f985753d0e772ba3_max_476x317.jpeg,11,1,0,Studio,0,1,2026-05-22T23:00:00Z,new,,False,False,False,51.545934,-0.219041,No Deposit Option | Short walk to Jubilee Line Station | 10 mins to Baker Street | Free Gym | 24/7 Security | WiFi Included | Co-Working & Lounges | Roof Terraces | Beautiful Resident Lounges | Free Fortnightly Clean | Free Morning Coffee | *Bills Not Included* |,False,6,24
88664994,4750,pcm,"£4,750 pcm",4750,1096,"Shelvers Way, Tadworth, Surrey, KT20",,https://www.rightmove.co.uk/properties/88664994,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/e99f5dea9/88664994/e99f5dea947581adb29b698efdaf4675_max_476x317.jpeg,25,0,0,Detached,5,4,2026-06-06T00:00:00Z,new,,False,False,False,51.297915,-0.230384,"Presenting this stunning modern detached house in a desirable location. Featuring 5 spacious bedrooms, this unfurnished property boasts a luxurious and stylish design, perfect for a growing family or professionals looking for a contemporary living space.",True,7,24
88664961,1150,pcm,"£1,150 pcm",1150,265,"Hardwick Crescent, Dartford",,https://www.rightmove.co.uk/properties/88664961,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/197cca6b2/88664961/197cca6b2b3fec3d13ffe3b07c6c66a5_max_476x317.jpeg,6,0,0,Flat,1,1,2026-05-19T00:00:00Z,new,,False,False,False,51.447372,0.236806,"Situated in the desirable area of Hardwick Crescent, Dartford, this one-bedroom ground floor flat presents an excellent opportunity for those seeking a comfortable and convenient living space. The property boasts a spacious reception room, perfect for relaxation or entertaining guests, and a well...",False,8,24
174633743,2210,pcm,"£2,210 pcm",2210,510,"Bezier Apartments, 91 City Road, Shoreditch, London, EC1Y",,https://www.rightmove.co.uk/properties/174633743,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/276c70093/174633743/276c70093d4996cfb766ce0316f684ef_max_476x317.jpeg,8,1,0,Flat,0,1,2026-05-22T00:00:00Z,price_reduced,,False,False,False,51.525059,-0.087444,"Luxury studio apartment set within Bezier Apartments, ideally located for access to Shoreditch and The City. This studio apartment is offered furnished or unfurnished and includes a fitted kitchen with integrated appliances, tiled flooring, floor to ceiling windows, stylish shower roo...",False,9,24
88664889,6950,pcm,"£6,950 pcm",6950,1604,"Oatlands Close, Weybridge, Surrey, KT13",,https://www.rightmove.co.uk/properties/88664889,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/9461dd45d/88664889/9461dd45d9cdc33cee63ba4d84aee496_max_476x317.jpeg,16,1,0,Semi-Detached,6,5,2026-07-01T00:00:00Z,new,,False,False,False,51.369941,-0.442,"Set in the highly sought after and gated Oatlands Close in Weybridge, this beautifully presented six bedroom semi detached home offers elegant and thoughtfully designed accommodation.",True,10,24
87817464,5200,pcm,"£5,200 pcm",5200,1200,"Hans Crescent, Knightsbridge, London, SW1X",,https://www.rightmove.co.uk/properties/87817464,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/9bda12885/87817464/9bda12885b26009817c88ebcce53ad7a_max_476x317.jpeg,14,1,0,Flat,1,1,,price_reduced,,False,False,False,51.49939,-0.16125,"ZERO DEPOSIT AVAILABLE. SHORT LET. Boasting a fantastic living space with stylish décor, this superb 1 bedroom apartment is located within a well maintained apartment block just opposite Harrods.",False,11,24
88664715,5156,pcm,"£5,156 pcm",5156,1190,"Palace Wharf, Hammersmith, W6",,https://www.rightmove.co.uk/properties/88664715,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/46933e50b/88664715/46933e50bc24a4069e7c0c5d43294c28_max_476x317.jpeg,20,1,0,Apartment,2,2,2026-05-19T00:00:00Z,new,,False,False,False,51.482563,-0.223322,"Set within this newly converted, warehouse style gated development on the River Thames, is this stunning interior designed two bedroom, two bathroom first floor apartment facing the courtyard and the river beyond. The apartment boasts a large open plan kitchen and living area, master bedroom with...",False,12,24
88664697,1300,pcm,"£1,300 pcm",1300,300,"Station Lane, Hornchurch, RM12 6NJ",RM12 6NJ,https://www.rightmove.co.uk/properties/88664697,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/01dd2d2c9/88664697/01dd2d2c9039fe00baae13f7f31fa331_max_476x317.jpeg,3,0,0,Flat,1,1,2026-05-30T00:00:00Z,new,,False,False,False,51.56122,0.2204,"** Zero Deposit Guarantee Available ** This one of three refurbished flats is the perfect place for working professionals and couples who are looking for their ideal home . It has a double bedroom, seperate the kitchen and bathroom. Interest in this property has been extraordinary so book your vi...",False,13,24
88664661,1650,pcm,"£1,650 pcm",1650,381,"Watford Way, Mill Hill, London",,https://www.rightmove.co.uk/properties/88664661,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/76c7d2b30/88664661/76c7d2b30e979e9a593495bace320570_max_476x317.jpeg,6,0,0,House,2,0,,new,,False,False,False,51.62104,-0.252514,"+ Deposit Free Option Available + Situated in the highly sought-after area of Mill Hill, this well-presented two-bedroom house offers stylish and convenient living in an excellent North London location. The property features a bright and spacious open-plan reception and modern fitted kitchen, id...",False,14,24
