listing_id,rent_amount,rent_frequency,rent_text,rent_amount_pcm,rent_amount_pw,location,postcode,listing_url,image_url,image_count,floorplan_count,virtual_tour_count,property_type,bedrooms,bathrooms,let_available_date,listing_status,tenure,students,online_viewings_available,build_to_rent,latitude,longitude,summary,featured,position_on_page,source_page_index
170940464,6000,pcm,"£6,000 pcm",,,Fulham Road London SW3,,https://www.rightmove.co.uk/properties/170940464,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/bb8ba36f0/170940464/bb8ba36f06314fbadef0a36bfbdf236b_max_476x317.jpeg,,,,Apartment,2,2,,,,,,,,,A stunning fully interior designed 2 bedroom 2 bathroom apartment.,True,1,0
88231575,2100,pcm,"£2,100 pcm",2100,485,"High Road Leytonstone, London, E11",,https://www.rightmove.co.uk/properties/88231575,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/76a25c51c/88231575/76a25c51c41ecc39cdcc51fa847eec71_max_476x317.jpeg,11,0,0,Flat,2,1,2026-05-08T00:00:00Z,price_reduced,,False,False,False,51.568582,0.011551,"Newly refurbished 2-bed second floor flat in Leytonstone. Open plan kitchen, modern fittings, great transport links, close to shops, cafes and amenities. Ideal for professionals or sharers.",False,2,0
88668477,3390,pcm,"£3,390 pcm",3390,782,Parkside,,https://www.rightmove.co.uk/properties/88668477,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/1cf7a2eee/88668477/1cf7a2eee8da9ca5126341b67560df7f_max_476x317.jpeg,11,1,0,Apartment,2,,2026-07-20T00:00:00Z,new,,False,False,True,51.48832,-0.09342,"Two-bed, Two-bath Furnished Apartment",True,3,0
87995244,2800,pcm,"£2,800 pcm",2800,646,"Princes Avenue, London",,https://www.rightmove.co.uk/properties/87995244,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/d8778506f/87995244/d8778506fbf62a4277cabb5bbad5061a_max_476x317.jpeg,10,0,0,House,4,1,2026-07-06T00:00:00Z,price_reduced,,False,False,False,51.500251,-0.280801,"A spacious four-bedroom, one-bathroom property available to let, ideally suited for a single family and located in a well-established residential area of West London. The property offers generous living space throughout, including a bright and comfortable reception room, perfect for fami...",False,4,0
88669296,825,pcm,£825 pcm,825,190,"Cecil Street Watford, WD24",,https://www.rightmove.co.uk/properties/88669296,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/dd21705ad/88669296/dd21705ade1a09ea5ca0c9312a760386_max_476x317.jpeg,10,0,0,House Share,1,1,2026-07-01T00:00:00Z,new,,False,False,False,51.67115,-0.397433,"A well-maintained and professionally managed house share offering a bright double ensuite room situated on Cecil Street in Watford WD24. Ideal for working professionals seeking comfortable and private accommodation with excellent access to transport links, Watford town centre, and local amenities...",False,5,0
88669299,2750,pcm,"£2,750 pcm",2750,635,"Dudley Court, Upper Berkeley St, Marble Arch, London, W1H",,https://www.rightmove.co.uk/properties/88669299,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/de7073b9e/88669299/de7073b9e15fefb4a64e48e3e1513983_max_476x317.jpeg,7,0,0,Flat,1,1,2026-07-19T00:00:00Z,new,,False,False,False,51.515525,-0.160616,"PMP International are delighted to present this beautifully arranged one-bedroom apartment, offering generous living space and a separate kitchen. Positioned on the second floor of a secure, well-maintained building with a 24-hour concierge, the property sits just moments north of Marble Arch and...",False,6,0
88669260,1700,pcm,"£1,700 pcm",1700,392,"Station Terrace, Kensal Rise, NW10",,https://www.rightmove.co.uk/properties/88669260,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/b03c04fd7/88669260/b03c04fd76bbc8ac8ab826369bb4c68f_max_476x317.jpeg,9,0,0,Flat,1,1,,new,,False,False,False,51.534034,-0.220281,"*Currently being redecorated* A newly decorated first floor flat above shop premises in Mansion block. The property comprises reception, one double bedroom, kitchen/breakfast room and bathroom/wc. Offered unfurnished, the flat is available from 15th June and is located a short walk from the local...",False,7,0
88044933,2200,pcm,"£2,200 pcm",2200,508,"Orchard Close, UXBRIDGE",,https://www.rightmove.co.uk/properties/88044933,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/98322280c/88044933/98322280c2568a28b4495d2071ce53ac_max_476x317.jpeg,7,0,0,Terraced,3,2,2026-05-01T00:00:00Z,price_reduced,,False,False,False,51.553624,-0.4912,"This family home is undergoing some refurbishment and is set within a private, gated cul-de-sac",True,8,0
88669089,2350,pcm,"£2,350 pcm",2350,542,"Bogart House, Filmworks, W5",,https://www.rightmove.co.uk/properties/88669089,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/64ba1e185/88669089/64ba1e185c758254df3e7b191b570fc6_max_476x317.jpeg,16,1,0,Apartment,1,1,2026-07-06T00:00:00Z,new,,False,False,False,51.512512,-0.307678,"Available July and offered fully furnished on an upper floor of this ultra-modern, one bedroom apartment in the exciting Bogart House, Filmworks, W5",False,9,0
88669053,1700,pcm,"£1,700 pcm",1700,392,"Pilkington Terrace Pettman Crescent, London, SE28",,https://www.rightmove.co.uk/properties/88669053,https://media.rightmove.co.uk/dir/crop/10:9-16:9/property-photo/1ea8220fa/88669053/1ea8220fab81dcc13510b9eadf59d265_max_476x317.jpeg,20,0,0,Apartment,1,1,,new,,False,False,False,51.49194,0.086412,"Luxury 1 bedroom furnished apartment in new off-plan development. Enjoy the convenience of a porter/concierge, lift, fitness studio, and tenants lounge. Additional features include communal gardens, balcony, and close proximity to public transport. Ideal for modern city living.",False,10,0
