market,listing_id,listing_url,source_file,location,display_address,postcode,property_type,bedrooms,bathrooms,price_amount,price_frequency,price_text,price_qualifier,deposit_amount,deposit_text,tenure,furnish_type,let_type,min_tenancy,let_available_date,listing_status,added_text,featured,auction,new_home,build_to_rent,online_viewings_available,students,student_friendly,student_text,pets_text,bills_text,zero_deposit,investment_opportunity,investment_text,luxury,luxury_text,epc_rating,council_tax,summary,description,key_features_text,latitude,longitude,search_latitude,search_longitude,detail_latitude,detail_longitude,coordinate_source,image_count,floorplan_count,virtual_tour_count,image_url,image_urls,floorplan_urls,epc_urls,source_page_index,position_on_page,in_london_boundary,london_boundary_name,clip_method,london_borough,london_borough_gss_code,build_to_rent_category,student_category,price_reduced_category,deposit_category,property_type_category,furnish_type_category,let_type_category,bedroom_category,zero_deposit_category,online_viewings_category,pets_category,bills_category,luxury_category,investment_opportunity_category
rent,87901056,https://www.rightmove.co.uk/properties/87901056,rightmove_rental_enriched_results_20260519_111453.json,"150 High Street, London, E15",,,Apartment,2,2.0,2125,pcm,"£2,125 pcm",,2451.0,"£2,451",,Part furnished,,,Now,price_reduced,,False,,,False,False,False,,,pet friendly,,,,,,,,Ask agent,"Available now, perfect for sharers or couples, just moments from Stratford Station and Westfield. Folio London is pleased to offer this well-presented 2-bedroom apartment in part of the Stratford Halo development. Located in a Stratford Halo development, this apartment offers a peaceful living experience while still benefiting from the convenience of East London’s vibrant Stratford neighbourhood. The apartment features a modern open-plan kitchen and living area, a spacious double bedroom, and excellent storage throughout. Offered furnished, it’s ideal for professionals seeking a stylish and comfortable home. The development is just a short walk from Stratford Station and Westfield Stratford City, offering excellent transport links and shopping options. To meet Folio referencing criteria, your household must earn a minimum of £65,250 per annum. There are no estate or service charges with this property. This property falls within Council Tax Band D. Please allow 5 working days from the advertised available date for any maintenance or void works to be completed. Please note, photos may be of a similar property. Read full description COUNCIL TAX Band: D PARKING Ask agent GARDEN Ask agent ACCESSIBILITY Ask agent Energy Performance Certificate Utilities, rights & restrictions 150 High Street, London, E15 Approximate location Open map Street View My places Stations Schools Add an important place to see how long it'd take to get there from our property listings. __mins driving to your place Broadband speed About Folio London, London 2 Killick Street London N1 9FL Folio London Are Here For Renters Folio London is a premier Build to Rent property developer dedicated to transforming the rental experience across the capital. More than just providing a roof over your head, Folio London is committed to inspiring and supporting renters with high-quality homes and exceptional service. With over 3,000 homes available at various price points, we cater to a diverse range of tenants from all backgrounds and corners of the globe, offering the reassurance, security, and stability of renting with an organisation rather than an individual. Our developments reflect a commitment to quality and convenience, ensuring that every renter can find a home that suits their lifestyle in the dynamic city of London. Read more View our properties to rent Find out more about us Notes These notes are private, only you can see them. Save note MARKETED BY Folio London, London 2 Killick Street London N1 9FL More properties from this agent Call agent","Available now, perfect for sharers or couples, just moments from Stratford Station and Westfield. Folio London is pleased to offer this well-presented 2-bedroom apartment in part of the Stratford Halo development. Located in a Stratford Halo development, this apartment offers a peaceful living experience while still benefiting from the convenience of East London’s vibrant Stratford neighbourhood. The apartment features a modern open-plan kitchen and living area, a spacious double bedroom, and excellent storage throughout. Offered furnished, it’s ideal for professionals seeking a stylish and comfortable home. The development is just a short walk from Stratford Station and Westfield Stratford City, offering excellent transport links and shopping options. To meet Folio referencing criteria, your household must earn a minimum of £65,250 per annum. There are no estate or service charges with this property. This property falls within Council Tax Band D. Please allow 5 working days from the advertised available date for any maintenance or void works to be completed. Please note, photos may be of a similar property. Read full description COUNCIL TAX Band: D PARKING Ask agent GARDEN Ask agent ACCESSIBILITY Ask agent Energy Performance Certificate Utilities, rights & restrictions 150 High Street, London, E15 Approximate location Open map Street View My places Stations Schools Add an important place to see how long it'd take to get there from our property listings. __mins driving to your place Broadband speed About Folio London, London 2 Killick Street London N1 9FL Folio London Are Here For Renters Folio London is a premier Build to Rent property developer dedicated to transforming the rental experience across the capital. More than just providing a roof over your head, Folio London is committed to inspiring and supporting renters with high-quality homes and exceptional service. With over 3,000 homes available at various price points, we cater to a diverse range of tenants from all backgrounds and corners of the globe, offering the reassurance, security, and stability of renting with an organisation rather than an individual. Our developments reflect a commitment to quality and convenience, ensuring that every renter can find a home that suits their lifestyle in the dynamic city of London. Read more View our properties to rent Find out more about us Notes These notes are private, only you can see them. Save note MARKETED BY Folio London, London 2 Killick Street London N1 9FL More properties from this agent Call agent",Tesco Express OnsitePet FriendlyLift AccessClose to Westfield Stratford CityExcellent Transport Links via Stratford Station,51.534727,-0.006785,,,,,,17,1.0,1.0,https://media.rightmove.co.uk/property-photo/c1b7a6eed/87901056/c1b7a6eed4e4a13fe65c3c2c6eaf8269.jpeg,"[""https://media.rightmove.co.uk/property-photo/c1b7a6eed/87901056/c1b7a6eed4e4a13fe65c3c2c6eaf8269.jpeg"", ""https://media.rightmove.co.uk/property-photo/535967d42/87901056/535967d421df9fdda57804cd24d93841.jpeg"", ""https://media.rightmove.co.uk/property-photo/d4db58acf/87901056/d4db58acfb512b2d1955981c6012fac7.jpeg"", ""https://media.rightmove.co.uk/property-photo/41ba59ac9/87901056/41ba59ac9644a0fe4c86da061712f88c.jpeg"", ""https://media.rightmove.co.uk/property-photo/10e9a76f0/87901056/10e9a76f0249c4b4103a50e8095c3a0c.jpeg"", ""https://media.rightmove.co.uk/property-photo/fab424de0/87901056/fab424de0b238a9152a80e7a26a2e605.jpeg"", ""https://media.rightmove.co.uk/property-photo/b2cc2764b/87901056/b2cc2764bc52f009e9e084b9ee69a26d.jpeg"", ""https://media.rightmove.co.uk/property-photo/c1b7a6eed/87901056/c1b7a6eed4e4a13fe65c3c2c6eaf8269.jpeg&quot;);"", ""https://media.rightmove.co.uk/property-photo/47c0f19c3/87901056/47c0f19c39ffa3d1910ab51388672c59.jpeg"", ""https://media.rightmove.co.uk/property-photo/a7fc4ac7f/87901056/a7fc4ac7fd1ede70ac067b0bcd0febbf.jpeg"", ""https://media.rightmove.co.uk/property-photo/2c3a9e532/87901056/2c3a9e532de784ed0f77660265500a80.jpeg"", ""https://media.rightmove.co.uk/property-photo/58bf343df/87901056/58bf343df3cb6e6c79646121192fc72c.jpeg"", ""https://media.rightmove.co.uk/property-photo/e7ed28a03/87901056/e7ed28a03366a36adf292df9e019947b.jpeg"", ""https://media.rightmove.co.uk/property-photo/83db9d534/87901056/83db9d534f0590c3e0617499e67ba4b2.jpeg"", ""https://media.rightmove.co.uk/property-photo/3cd093f10/87901056/3cd093f1081bf8e52b0ead446369be28.jpeg"", ""https://media.rightmove.co.uk/property-photo/95e4156fd/87901056/95e4156fd1f92ee8802342950e765a5f.jpeg"", ""https://media.rightmove.co.uk/property-photo/9e14e26e3/87901056/9e14e26e3b0297d87ddc1606a0f6b7e0.jpeg"", ""https://media.rightmove.co.uk/property-photo/b9b4294b5/87901056/b9b4294b5b390fa95d933d0e0ecb997d.jpeg"", ""https://media.rightmove.co.uk/property-photo/c1b7a6eed/87901056/c1b7a6eed4e4a13fe65c3c2c6eaf8269.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/c1b7a6eed/87901056/c1b7a6eed4e4a13fe65c3c2c6eaf8269_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/c1b7a6eed/87901056/c1b7a6eed4e4a13fe65c3c2c6eaf8269_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/c1b7a6eed/87901056/c1b7a6eed4e4a13fe65c3c2c6eaf8269_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/535967d42/87901056/535967d421df9fdda57804cd24d93841.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/535967d42/87901056/535967d421df9fdda57804cd24d93841_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/535967d42/87901056/535967d421df9fdda57804cd24d93841_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/535967d42/87901056/535967d421df9fdda57804cd24d93841_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/41ba59ac9/87901056/41ba59ac9644a0fe4c86da061712f88c.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/41ba59ac9/87901056/41ba59ac9644a0fe4c86da061712f88c_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/41ba59ac9/87901056/41ba59ac9644a0fe4c86da061712f88c_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/41ba59ac9/87901056/41ba59ac9644a0fe4c86da061712f88c_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/10e9a76f0/87901056/10e9a76f0249c4b4103a50e8095c3a0c.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/10e9a76f0/87901056/10e9a76f0249c4b4103a50e8095c3a0c_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/10e9a76f0/87901056/10e9a76f0249c4b4103a50e8095c3a0c_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/10e9a76f0/87901056/10e9a76f0249c4b4103a50e8095c3a0c_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/fab424de0/87901056/fab424de0b238a9152a80e7a26a2e605.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/fab424de0/87901056/fab424de0b238a9152a80e7a26a2e605_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/fab424de0/87901056/fab424de0b238a9152a80e7a26a2e605_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/fab424de0/87901056/fab424de0b238a9152a80e7a26a2e605_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/b2cc2764b/87901056/b2cc2764bc52f009e9e084b9ee69a26d.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/b2cc2764b/87901056/b2cc2764bc52f009e9e084b9ee69a26d_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/b2cc2764b/87901056/b2cc2764bc52f009e9e084b9ee69a26d_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/b2cc2764b/87901056/b2cc2764bc52f009e9e084b9ee69a26d_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/47c0f19c3/87901056/47c0f19c39ffa3d1910ab51388672c59.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/47c0f19c3/87901056/47c0f19c39ffa3d1910ab51388672c59_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/47c0f19c3/87901056/47c0f19c39ffa3d1910ab51388672c59_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/47c0f19c3/87901056/47c0f19c39ffa3d1910ab51388672c59_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/a7fc4ac7f/87901056/a7fc4ac7fd1ede70ac067b0bcd0febbf.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/a7fc4ac7f/87901056/a7fc4ac7fd1ede70ac067b0bcd0febbf_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/a7fc4ac7f/87901056/a7fc4ac7fd1ede70ac067b0bcd0febbf_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/a7fc4ac7f/87901056/a7fc4ac7fd1ede70ac067b0bcd0febbf_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/2c3a9e532/87901056/2c3a9e532de784ed0f77660265500a80.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/2c3a9e532/87901056/2c3a9e532de784ed0f77660265500a80_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/2c3a9e532/87901056/2c3a9e532de784ed0f77660265500a80_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/2c3a9e532/87901056/2c3a9e532de784ed0f77660265500a80_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/58bf343df/87901056/58bf343df3cb6e6c79646121192fc72c.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/58bf343df/87901056/58bf343df3cb6e6c79646121192fc72c_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/58bf343df/87901056/58bf343df3cb6e6c79646121192fc72c_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/58bf343df/87901056/58bf343df3cb6e6c79646121192fc72c_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/e7ed28a03/87901056/e7ed28a03366a36adf292df9e019947b.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/e7ed28a03/87901056/e7ed28a03366a36adf292df9e019947b_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/e7ed28a03/87901056/e7ed28a03366a36adf292df9e019947b_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/e7ed28a03/87901056/e7ed28a03366a36adf292df9e019947b_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/83db9d534/87901056/83db9d534f0590c3e0617499e67ba4b2.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/83db9d534/87901056/83db9d534f0590c3e0617499e67ba4b2_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/83db9d534/87901056/83db9d534f0590c3e0617499e67ba4b2_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/83db9d534/87901056/83db9d534f0590c3e0617499e67ba4b2_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/3cd093f10/87901056/3cd093f1081bf8e52b0ead446369be28.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/3cd093f10/87901056/3cd093f1081bf8e52b0ead446369be28_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/3cd093f10/87901056/3cd093f1081bf8e52b0ead446369be28_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/3cd093f10/87901056/3cd093f1081bf8e52b0ead446369be28_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/95e4156fd/87901056/95e4156fd1f92ee8802342950e765a5f.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/95e4156fd/87901056/95e4156fd1f92ee8802342950e765a5f_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/95e4156fd/87901056/95e4156fd1f92ee8802342950e765a5f_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/95e4156fd/87901056/95e4156fd1f92ee8802342950e765a5f_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/9e14e26e3/87901056/9e14e26e3b0297d87ddc1606a0f6b7e0.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/9e14e26e3/87901056/9e14e26e3b0297d87ddc1606a0f6b7e0_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/9e14e26e3/87901056/9e14e26e3b0297d87ddc1606a0f6b7e0_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/9e14e26e3/87901056/9e14e26e3b0297d87ddc1606a0f6b7e0_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/b9b4294b5/87901056/b9b4294b5b390fa95d933d0e0ecb997d.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/b9b4294b5/87901056/b9b4294b5b390fa95d933d0e0ecb997d_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/b9b4294b5/87901056/b9b4294b5b390fa95d933d0e0ecb997d_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/b9b4294b5/87901056/b9b4294b5b390fa95d933d0e0ecb997d_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/d4db58acf/87901056/d4db58acfb512b2d1955981c6012fac7.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/d4db58acf/87901056/d4db58acfb512b2d1955981c6012fac7_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/d4db58acf/87901056/d4db58acfb512b2d1955981c6012fac7_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/d4db58acf/87901056/d4db58acfb512b2d1955981c6012fac7_max_656x437.jpeg\\""]","[""https://media.rightmove.co.uk/property-floorplan/49377fd7a/87901056/49377fd7ad646d6803e525dd8311d02f.jpeg"", ""https://media.rightmove.co.uk/property-floorplan/49377fd7a/87901056/49377fd7ad646d6803e525dd8311d02f.jpeg\\"", ""https://media.rightmove.co.uk/property-floorplan/49377fd7a/87901056/49377fd7ad646d6803e525dd8311d02f_max_296x197.jpeg\\""]","[""https://media.rightmove.co.uk/property-epc/271ead8be/87901056/271ead8beab07ee39d53c30c64eef681.png\\""]",0,19.0,True,London Euro Region,coordinate,Newham,E09000025,Not build to rent,Not student suitable,Price reduced,Deposit listed,Apartment,Part furnished,Unknown,2 bed,Unknown,No online viewing flag,Pets mentioned,Unknown,Unknown,Unknown
rent,171726620,https://www.rightmove.co.uk/properties/171726620,rightmove_rental_enriched_results_20260519_111453.json,"1a Highgate Road, London",,,Apartment,1,1.0,2000,pcm,"£2,000 pcm",,nan,Ask agent,,Furnished,,,Now,price_reduced,,False,,,False,False,False,,,,,,,,,,,Ask agent,"Welcome to your HomeQuarters This pet-friendly apartment in Kentish Town is professionally managed as part of the HomeQuarters portfolio. Upon arrival you'll receive a full demonstration and introduction to the area by our dedicated HomeQuarters representative. Location Experience the charm of Kentish Town, a historic London neighbourhood blending rich cultural heritage with modern flair. This sought-after area offers a range of markets, diverse cuisine, bustling nightlife and amazing coffee shops all on your doorstep. Enjoy stylish living in a dynamic neighbourhood, perfect for urban explorers and culture enthusiasts alike. The apartment This apartment boasts a modern designed open-plan living / kitchen area with fully fitted appliances such as an integrated oven, fridge freezer, hob, and dishwasher. The apartment has new wood flooring throughout, a generously sized bedroom, additional storage and a contemporary fitted bathroom suite. Please note, the photographs show a very similar property in the same building. Please refer to the floorplan for the most accurate representation. The apartment is fully furnished and images will soon be updated to show this. Transport Links Kentish Town in London has excellent transport links, served by both the London Underground and Overground networks. The area is connected by the Northern Line on the Underground and Thameslink rail services, providing convenient access to various parts of the city and beyond. Read full description COUNCIL TAX Band: E PARKING Ask agent GARDEN Ask agent ACCESSIBILITY Ask agent Energy performance certificate - ask agent Utilities, rights & restrictions 1a Highgate Road, London Approximate location Open map Street View My places Stations Schools Add an important place to see how long it'd take to get there from our property listings. __mins driving to your place Broadband speed About Homequarters, London 11th Floor, 33 Cavendish Square, London, W1G 0PW Making London feel more like home, one apartment at a time. Experience neighborhood living through beautifully crafted apartments and buildings managed by our dedicated 24 /7 customer support team. Read more View our properties to rent Find out more about us Notes These notes are private, only you can see them. Save note MARKETED BY Homequarters, London 11th Floor, 33 Cavendish Square, London, W1G 0PW More properties from this agent Call agent","Welcome to your HomeQuarters This pet-friendly apartment in Kentish Town is professionally managed as part of the HomeQuarters portfolio. Upon arrival you'll receive a full demonstration and introduction to the area by our dedicated HomeQuarters representative. Location Experience the charm of Kentish Town, a historic London neighbourhood blending rich cultural heritage with modern flair. This sought-after area offers a range of markets, diverse cuisine, bustling nightlife and amazing coffee shops all on your doorstep. Enjoy stylish living in a dynamic neighbourhood, perfect for urban explorers and culture enthusiasts alike. The apartment This apartment boasts a modern designed open-plan living / kitchen area with fully fitted appliances such as an integrated oven, fridge freezer, hob, and dishwasher. The apartment has new wood flooring throughout, a generously sized bedroom, additional storage and a contemporary fitted bathroom suite. Please note, the photographs show a very similar property in the same building. Please refer to the floorplan for the most accurate representation. The apartment is fully furnished and images will soon be updated to show this. Transport Links Kentish Town in London has excellent transport links, served by both the London Underground and Overground networks. The area is connected by the Northern Line on the Underground and Thameslink rail services, providing convenient access to various parts of the city and beyond. Read full description COUNCIL TAX Band: E PARKING Ask agent GARDEN Ask agent ACCESSIBILITY Ask agent Energy performance certificate - ask agent Utilities, rights & restrictions 1a Highgate Road, London Approximate location Open map Street View My places Stations Schools Add an important place to see how long it'd take to get there from our property listings. __mins driving to your place Broadband speed About Homequarters, London 11th Floor, 33 Cavendish Square, London, W1G 0PW Making London feel more like home, one apartment at a time. Experience neighborhood living through beautifully crafted apartments and buildings managed by our dedicated 24 /7 customer support team. Read more View our properties to rent Find out more about us Notes These notes are private, only you can see them. Save note MARKETED BY Homequarters, London 11th Floor, 33 Cavendish Square, London, W1G 0PW More properties from this agent Call agent",Bike storagePet-friendlyFully integrated Bosch appliancesRain showerOak flooringHigh-speed internetStorageGated access with CCTVAvailable unfurnished or furnished,51.5518,-0.14204,,,,,,10,1.0,0.0,https://media.rightmove.co.uk/property-photo/9111b4268/171726620/9111b4268e53fc000b84764af9e749c9.jpeg,"[""https://media.rightmove.co.uk/property-photo/9111b4268/171726620/9111b4268e53fc000b84764af9e749c9.jpeg"", ""https://media.rightmove.co.uk/property-photo/6bead5df3/171726620/6bead5df378a1d650a68b1285f177447.jpeg"", ""https://media.rightmove.co.uk/property-photo/dd509acfc/171726620/dd509acfcc8d6682083d54b359f08935.png"", ""https://media.rightmove.co.uk/property-photo/0ffd5fd81/171726620/0ffd5fd81b0c3d5edab7e13269f1714e.jpeg"", ""https://media.rightmove.co.uk/property-photo/d9974944a/171726620/d9974944abc55c95a4eb086b6ba26cf0.jpeg"", ""https://media.rightmove.co.uk/property-photo/cca44b852/171726620/cca44b85222135e83086027d73eed623.jpeg"", ""https://media.rightmove.co.uk/property-photo/f4402a11f/171726620/f4402a11fd3930496395808317f8d7eb.jpeg"", ""https://media.rightmove.co.uk/property-photo/792a13b26/171726620/792a13b268dfeefb6df0e9360df7817a.jpeg"", ""https://media.rightmove.co.uk/property-photo/386964a3e/171726620/386964a3ec8a847838a939e03f67208f.jpeg"", ""https://media.rightmove.co.uk/property-photo/edfc4c9c9/171726620/edfc4c9c9f011896e1be9d01b1bfa4df.jpeg"", ""https://media.rightmove.co.uk/property-photo/9111b4268/171726620/9111b4268e53fc000b84764af9e749c9.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/9111b4268/171726620/9111b4268e53fc000b84764af9e749c9_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/9111b4268/171726620/9111b4268e53fc000b84764af9e749c9_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/9111b4268/171726620/9111b4268e53fc000b84764af9e749c9_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/6bead5df3/171726620/6bead5df378a1d650a68b1285f177447.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/6bead5df3/171726620/6bead5df378a1d650a68b1285f177447_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/6bead5df3/171726620/6bead5df378a1d650a68b1285f177447_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/6bead5df3/171726620/6bead5df378a1d650a68b1285f177447_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/0ffd5fd81/171726620/0ffd5fd81b0c3d5edab7e13269f1714e.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/0ffd5fd81/171726620/0ffd5fd81b0c3d5edab7e13269f1714e_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/0ffd5fd81/171726620/0ffd5fd81b0c3d5edab7e13269f1714e_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/0ffd5fd81/171726620/0ffd5fd81b0c3d5edab7e13269f1714e_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/d9974944a/171726620/d9974944abc55c95a4eb086b6ba26cf0.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/d9974944a/171726620/d9974944abc55c95a4eb086b6ba26cf0_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/d9974944a/171726620/d9974944abc55c95a4eb086b6ba26cf0_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/d9974944a/171726620/d9974944abc55c95a4eb086b6ba26cf0_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/cca44b852/171726620/cca44b85222135e83086027d73eed623.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/cca44b852/171726620/cca44b85222135e83086027d73eed623_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/cca44b852/171726620/cca44b85222135e83086027d73eed623_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/cca44b852/171726620/cca44b85222135e83086027d73eed623_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/f4402a11f/171726620/f4402a11fd3930496395808317f8d7eb.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/f4402a11f/171726620/f4402a11fd3930496395808317f8d7eb_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/f4402a11f/171726620/f4402a11fd3930496395808317f8d7eb_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/f4402a11f/171726620/f4402a11fd3930496395808317f8d7eb_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/792a13b26/171726620/792a13b268dfeefb6df0e9360df7817a.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/792a13b26/171726620/792a13b268dfeefb6df0e9360df7817a_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/792a13b26/171726620/792a13b268dfeefb6df0e9360df7817a_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/792a13b26/171726620/792a13b268dfeefb6df0e9360df7817a_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/386964a3e/171726620/386964a3ec8a847838a939e03f67208f.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/386964a3e/171726620/386964a3ec8a847838a939e03f67208f_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/386964a3e/171726620/386964a3ec8a847838a939e03f67208f_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/386964a3e/171726620/386964a3ec8a847838a939e03f67208f_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/edfc4c9c9/171726620/edfc4c9c9f011896e1be9d01b1bfa4df.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/edfc4c9c9/171726620/edfc4c9c9f011896e1be9d01b1bfa4df_max_135x100.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/edfc4c9c9/171726620/edfc4c9c9f011896e1be9d01b1bfa4df_max_476x317.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/edfc4c9c9/171726620/edfc4c9c9f011896e1be9d01b1bfa4df_max_656x437.jpeg\\"", ""https://media.rightmove.co.uk/property-photo/dd509acfc/171726620/dd509acfcc8d6682083d54b359f08935.png\\"", ""https://media.rightmove.co.uk/property-photo/dd509acfc/171726620/dd509acfcc8d6682083d54b359f08935_max_135x100.png\\"", ""https://media.rightmove.co.uk/property-photo/dd509acfc/171726620/dd509acfcc8d6682083d54b359f08935_max_476x317.png\\"", ""https://media.rightmove.co.uk/property-photo/dd509acfc/171726620/dd509acfcc8d6682083d54b359f08935_max_656x437.png\\""]","[""https://media.rightmove.co.uk/property-floorplan/6c525f651/171726620/6c525f651cc63083b683bd1e8d3d4722.jpeg"", ""https://media.rightmove.co.uk/property-floorplan/6c525f651/171726620/6c525f651cc63083b683bd1e8d3d4722.jpeg\\"", ""https://media.rightmove.co.uk/property-floorplan/6c525f651/171726620/6c525f651cc63083b683bd1e8d3d4722_max_296x197.jpeg\\""]",[],0,20.0,True,London Euro Region,coordinate,Camden,E09000007,Not build to rent,Not student suitable,Price reduced,Deposit listed,Apartment,Furnished,Unknown,1 bed,Unknown,No online viewing flag,Unknown,Unknown,Unknown,Unknown
